Video Link,Type,VideoId,Transcript,Status,Clip ID,Start,End,Text ,Category,Reason,Editor Justification,Drive Link,Confidence
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-9,0:05:54,0:06:46,"नो एनी टइमम टबलल या ऐसा कईई भी रसत्ता नहीं है जसममें आप ये बललो की ये दननों बहतत आसननी से मनजेज हो जयगेंगे। अगर आपको थड़ड़े आगे की बतत करूँ करबनन करबनन, सपटमबर्बर की बतत करूँ तो आपके सकलूल में सकलूल पपरस्स भी आ जयगेंगे जसकको आप पी टी या टी बलतते हो
उन दननों में तो आपका बकलगॉग पी डबललू जो है वो बहतत रह जएगगा इसका टसक्क तो छड़नना पड़गगा आपको कयकोंकी घरवलले जो है वो सकलूल एगजमाम के मरकसक्स दखतते है तो हमें सरर वहाँ पर भी परफरम्म करना है, वहाँ पर भी हमें अचछछे से सकरोर करना है
तो आगे चल कर तो और सचएशनशन बगड़नने वलली है
जनकका सकलूल डमी है बहतत अचछछी बतत है भईई जनकका सकलूल रगलरलर है तो इसमें आप पी डबललू और सकलूल को 1 सथथ कससे मनजेज कर सकते हो
दननों का
दननों के एटलसट्ट कमम पर धयनान दजयिये की इतना तो कम से कम कर ही लनना है।
अब जससे सकलूल की बतत करूँ
तो सकलूल आ जतते हगंगे वहाँ पर ऐसा नहीं है कि आपको जससे सकलूल में एटरर हएए तो बस जससे एटरर हएए वहाँ से लकरर एगजटिट हगंगे सर हमररे पे टसक्क टसक्क दएए जा में कमम कमम दयया जएगगा सा नहीं है कईई न कईई फररी परडिड आएगा कईई न कईई वहाँ पर आपके पसस थड़ड़ा बरदगदिंग सपसेस आएगा तो उस बरदगदिंग सपसेस में आप पी डबललू के",Tips and Tricks,"Direct, practical advice for JEE/NEET aspirants on managing school and coaching—maps to trend 'Jugaad Study Hacks'.","Includes the direct study hack advice and practical roadmap, resulting in a focused, actionable Tips & Tricks moment for JEE/NEET viewers.",https://drive.google.com/file/d/124Y7-lBY_KwdaiEfgPVB6SpSiDDcXsVC/view?usp=drivesdk,0.88
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-0,0:01:13,0:01:33,"बहतत बढ़यया, जब भी अचछछा करगगे मैं तमहरहारी तरफीफ करगँगा
और जो तमनने थड़ड़ा सा भी नटकक करा।
अभी दरर फटट का की
बतत समझ में यही ऐसी मरगूँगा ऑनलइनन पटईाई
ठकक है
यरर ये आइडयया अचछछा है ऑनलइनन पटईाई का आइडयया कससा लग रहा तरकको
बहतत बढ़यया आइडयया है",Funny Joke,"This segment delivers a sharp, funny teacher's quip with classic class-roast flavor, matching trends in exaggerated teacher-student classroom humor.","Focused on the punchy setup and payoff of the teacher's classic roast, delivering a full comedic arc from set-up to punchline within the time limit.",https://drive.google.com/file/d/1955O5w6DFDFdiGYmXWxuJ3ImvQw70cIv/view?usp=drivesdk,0.92
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-1,0:02:37,0:02:50,"गडड ivninगअचछअभअभी तो कफफी गडड इवनगंग वलले हैं इसका मतलब ये लटट आ रहे हैं कलसास में है
चलो 1 बरर इनके लएए भी गडइनगडइवनगनिंग कर दतते हैं। भईई
गडड इवनगंग भयया गडड इवनगंग
लटट मत आया करो कलसास में गलत बतत है,
है",Sarcastic Line,"This quick, punchy roast on latecomers is very relatable for students and matches the 'Classroom Masti' trend.","Trimmed to start with the latecomers joke setup and end after the punchline reprimand, creating a relatable, punchy, self-contained moment.",https://drive.google.com/file/d/1IabNkCaOE2alvZbiBcffYvPSmYAc1GTW/view?usp=drivesdk,0.91
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-2,0:11:23,0:12:12,"22 वरसजेज गरलस्स पलल
अचछछा तो 22 वरषष गलसस का पलल करनना चहह रहा है, कयया डपरशनेशन मे जयगेगा रहने दे,
ठकक है सररी उममदीदें तररी टटट जएगगी,
पलल मत करबबे,
मैं बता रहा हूँ,
सररी उममदीदें टटट जएगगी, तररी
बतत समझ में डपरशनेशन में चला जयगेगा और 1 परसटंट अगर पसबलटिलिटी के बररे में तो सचच भी रहा है तो वो खतमम करवा दगंगा, भयया बलववा के
है फरर मैं भयया बलववा दगंगा वही तमहरहारी पसबलटिलिटी में खतमम हो जएगगी।
शयररी सनईाई तो थी यदद तो आ रही मझझे इससे
अगर ऐसी हरकत करगगा तो दखख न, तररी आखखों से आसओुओं की धररा बह जएगगी।
हाँ",Funny Story,"This segment is a hilarious exaggeration of exam emotional drama, matching 'Expectation vs Reality' and exam humor trends.","Selected from challenge setup through to the emotional payoff and final punchline, forming a hilarious complete micro-story on exam drama.",https://drive.google.com/file/d/1SM_Z4PXokfe6lmYh-r6ch2tteyWOgHrZ/view?usp=drivesdk,0.93
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-3,0:12:04,0:12:42,"शयररी सनईाई तो थी यदद तो आ रही मझझे इससे
अगर ऐसी हरकत करगगा तो दखख न, तररी आखखों से आसओुओं की धररा बह जएगगी।
हाँ
सनना है न,
तररी आखखों से, तररी आखखों से आसओुओं की धररा बह जएगगी
और तररी जदगदगी से खशशी चली जएगगी।
और जसस लएए तू मझससे पलल कर आना चहतता है
वो सररी लडकयियां। 1 दनन तमह्हें भयया कही जएगगी,
ठकक है, इसलएए पलल मलल के चककरर में मत
सररी खशशी हगगी गरजुजी। चलो शररू करते हैं भईई सहबब, बहतत",Shayari,"This poetic, emotional punch fits the 'Shayari' trend and is perfect for Shorts with an emotional/relatable vibe.","Trimmed to a tight poetic arc, including the shayari punch, emotional build, and satisfying ending transition, maximizing emotional resonance.",https://drive.google.com/file/d/1GVWT_NTSxIdc0Px4dMz2lfc3B0IVER5E/view?usp=drivesdk,0.88
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-4,0:07:07,0:07:32,"तररा जो है चपटरटर आता है उसमे हम ये चजज पढ़ते है।
बललो अगर तररे को 50 परसटंट समझ में आ गई न तो तररा फजकसक्स में कमम चल जएगगा ये खदद में 1 चपटरटर है आप चहहो तो कससी के बदद टवलथल्थ कलसास की मथयसककतबीकिताब पढ़ी हो तो
चपटरटर आता है टजटजेंट नरमलमल ठकक है तो वहाँ पर हम लगग इस चजज को बढ़ते है।
बललो अब लखख लयया तो मैं तो लखखी ले यरर
इतना बता ही दयया मनंने
तो भईई लखख ले। समझ आ गया
ये समझ गया तू डवईाई टजटजेंट पवइटइंट अरे सर कनन सा पवइटइंट 1 दटट पइटंट करे, कनन सा पइटंट पवइटइंट तू बता दे बलला",Attention to Chat,"Directly addresses students in a humorous and slightly mocking teacher-student way, great for Shorts prompting engagement.","Selected from explanation to a humorous call to the audience, ensuring complete arc directed at engaging viewers for Shorts trend.",https://drive.google.com/file/d/1d747UIcSxZp8ibsRKp4g9RvowM7T_UEr/view?usp=drivesdk,0.86
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-5,0:15:49,0:16:24,"कयकूंकी इस बचच की जतननी भी चरयियाँ है,
वो बठठ कर पढ़ईई करती है,
नटस्स बनतती है
समजज मररी बतत धयनान से सररी, बततें सनतती है,
बढ़यया तरकके से चजजें सनतती है लखनने पर, सननने पर धयनान दतती है, टइपगिंग पर नहीं आती है वो लगग उनको अगर मैं कभी कभी बलल दतता हूँ की कनयओाओं हरा हरा हटट टइपप करो, वो तभी सकरनरीन के पसस आती है, और भी बहतत सररे हरे हटट टइपप करती है, और वो चली जतती है। वपसस अपनी जो है, पढईई पर लग जतती है,
है
नकसटस्ट आरटकलकल
और कभी कभी वो इशररा भी समझ जतती है,",Tips and Tricks,"This witty observation about focused vs. chatty students is relatable, engaging, and taps into influencer ‘call to chat’ trends.","Maintained clever observation and banter about focused vs. chatty students, ending after the clear comedic punch and callout.",https://drive.google.com/file/d/1oJQuansWT-kH94dCCaarxji9cBV8qCko/view?usp=drivesdk,0.87
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-6,0:22:21,0:22:45,"दखख, जब तक ये पलल नहीं है न तब तक उममदीद कयमम है
ही है। तो उममदीदों पर ठकररा सवलल कर, जलददी से
भी
पलल सवलल कर, जलददी से,
जलददी से
हो गया। दखख कससे करगगा
सर जी मनने हा जी, सर जी गरजुजी दखखो वइरसेस बरबरर हगगा। कयया हगगा",Moral Boost,"Motivational and relatable, encourages learners to persist; fits trend of humorous-hardtruths from teachers in study reels.","Selected inspirational and relatable advice arc, from motivational buildup to a relatable, engaging finish fitting teacher-study reels.",https://drive.google.com/file/d/12dIuZE8bSQjyIQGbVIqnC9TPxTTUth97/view?usp=drivesdk,0.85
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-7,0:25:27,0:25:59,"ठकक है, कयया इसकी जररतत फजकसक्स में पड़गगी नहीं पड़गगी
नहीं पड़गगी फजकसक्स में इसकी कहीं जररतत नहीं पड़गगी
नहीं पड़ने वलली मैं हूँ यहाँ पर,
अगर पड़गगी तो बता दगंगा उस ममटेंट पर,
ठकक है न करो जलददी फटफटट से है इसकी जररतत
अचछछा 1 यरर मैं तझझे वो सवलल तो करा दूं जो बकस्स में तझझे मलल जतते है। दखख कतबाबों में ऐसे सवलल मलतते है। वईई बरबरर
1 पलसस, एकसस सकवयरायर बटे,
एकसस सकवयरायर पलसस
तो वइडड बतओओ
ये फलततू के परशनान करने वलले सवलल मलल जयगेंगे। तझझे कतबाबों में मरकटकेट की जतननी भी कतबाब चल रही है तो घबरनना नही है बस मचच से फजकसक्स में इसका इसतमलमाल नहीं हगगा मै तू कर ले कससे बलले दखखो हम सधधे लखगेंगे नचचे वलला फकशनशन,",Tips and Tricks,"Lighthearted, practical advice on focusing on what matters in exams; fits viral study-meme/teacher tip trends.","Trimmed to highlight the key teacher advice and follow-up on practical exam questions, finishing with concrete study encouragement.",https://drive.google.com/file/d/1bWZqYu9eWGb__xKupK9hpDinn9o7JYT7/view?usp=drivesdk,0.84
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-8,0:51:36,0:51:50,"ऑल दन कषण्णा शबशाश सरयशयांश
बहतत बढ़यया परसिंस
खशशी आदरशश,
जररो
बहतत बढ़यया
गजब,",Sarcastic Line,"This is a sarcastic praise familiar to Hindi classrooms, matches fun viral banter and high-energy editing trend.","Isolated the high-energy core of the sarcastic praise, preserving the punch and viral classroom flavor for high engagement.",https://drive.google.com/file/d/1Sui-CHnCvASCwboSs8fG224ar-j7-PLW/view?usp=drivesdk,0.87
,,,,,1uj3k-_Bb8zv_LYnujZM-r9PgsPmASynk-9,1:15:31,1:16:04,"अपने अकक में अकलल थे, मररे। 1 मनंने उन अकलल से बलला यरर समझा 2 ये
अकलल ने समझयया मररी फरर भी समझ में नहीं आया,
मैं बड़ा परशनान बन गया,
दमगाग खरबब हो गया, आजकल दमगाग चल नही रहा, मररा डफरसरेंस समझ में नहीं आया, फरर मझझे यदद
में था
अलववा में फरर मैं गया, यनवरसट्सिटी चरईाई पे
नदंद नहीं आई मझझे 2 दननों तक
मझझे ऐसा लगा मररी फजकिक से नकलल जएगगी जब कि मझझे यह समझना चहएिए था कि मचच से फजकसक्स थड़ड़ी
मैं गया यनवरसट्सिटी छरपरवहपरकयरकया सकडेंड कतबाब मलला। करती थी।
मनंने 1 सथथ जतननी कतबाबें दखखी मझझे डफरसएशनसिएशन की सररी कतबाबें खरदद ली सकडेंड",Emotional Story,"A comedic, relatable story of student struggle with studies—fits classes' memes, storyteller engagement, and #Relatable trend.","Selected the struggle and relatable realization arc, trimming for tight narrative and leaving with the solution-pivot punch of the student’s journey.",https://drive.google.com/file/d/1Fj9IJSGo2dg2L-HaJLhBu7IWuQyff49E/view?usp=drivesdk,0.89
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-0,1:47:20,1:47:54,"मटवशनलशनल पलसस टरलरलर दननों कहननी है। अभी तो आगे इसमें बहतत खतरनकक चजजें हनने वलली हैं। भईई
तमह्हें पररी कहननी मजकक लग रही थी,
अभी दखखो इसमें कतनना खतरनकक मड़ड़ आया है।
बहतत ही समपलपल सी और बहतत ही सटकक लइननें हैं जो कि आप रलटेट कर पओगगे
कयकोंकि यह सबके सथथ हतता है,
है, है यनना और पलजीज। मैं चहगूँगा कि इनको सननने के बदद में पलजीज अपनी जदगदगी में जररर उतरनना और इस बतत का धयनान रखना।
दमगाग में जो चल रही यह जगग है,
यह हर कससी के सगग है,
है
न?
सचच रहे हगंगे",Emotional Story,"This closing monologue is profoundly relatable and motivational, tapping into the daily struggles of students—a perfect viral snippet for emotional resonance and trend relevance.","Focused on the motivational thought, starting at the core narrative and culminating in a satisfying, relatable closure.",https://drive.google.com/file/d/1wTEvgBz-FTAjorsoPPgWhpbxnPV-JQYP/view?usp=drivesdk,0.93
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-1,0:24:26,0:25:23,"नडड फरडेंड, फरर जईई जरननी
बटटे
फरडेंड चहएिए। तझझे जे जरननी के लएए कनन सी जरननी पर जनना चहह रहा है। ये जे कहीं जनने वलली जरननी तो नहीं है। फरडेंड तझझे मलगेंगे कवलटलिटी और फरडसंड्स मलगेंगे जब तू आई आई टी में पहचँच जएगगा। अभी वलले फरडसंड्स में बठकरर कयया
कर? पओगगे डसकसकस बस इतना ही कि तररा बकलकॉक 5 लकचरचर का है, मररा 6 लकचरचर का है। तझझे मथस्स ही समझ में आती, मझझे कमसटर्ट्री नहीं, समझ में आती है या
ना? तररे फजकसक्स के कनसपटेप्ट कलल है, मररे कमसटर्ट्री के गलल है। बस यही बततें कर पओगगे
ना अभी अगर इस फरडेंड जनन को तमम थड़ड़ा सा रकक लतते हो ना द लकक ऑफ लकक फरर द डसकशनशन दटट यू आर गइगंग टू हवव इन आईटी डलली हसटलटल नबरर सवनन एडड यरर रमम नबरर वलल बी थरडड फलरोर फरथ्थ फलरोर जहाँ तक लफट्ट जतती है वहाँ पर अब तो दननों दसत्त मलकरर डसकसकस कर रहे हो बलले यरर
1 कपननी खलल लगगा
बलले भईई कसस चजज की
कससी भी चजज की कपननी खलल सकते हैं लगगो को कसस चजज में दककतकत आ रही है। है न
जरा तू बड़ी कईई कपननी हमररे खलफाफ भी खड़ी कर दे।
एड टकक
है
ना?",Funny Story,This funny rant about 'friend journey' in IIT brilliantly captures student humor and viral 'relatable' trends.,"Clip focuses on the relatable 'IIT friend journey' rant from premise through punchline, making the student humor complete and self-contained.",https://drive.google.com/file/d/1lLq1fLZCWb_7lyNO_mv3XHiTMfJ145Lo/view?usp=drivesdk,0.96
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-2,0:02:04,0:02:54,"की बरड्ड गयबब हो गया और जससे की हम सभी भरतयीय जनतते है जगड़ाड़ू हतते है और हमररे पसस में कससी भी टकनकलिकल गलचिच का
इलजज है
कयया अगर रमटोट कमम नहीं कर रहा तो पटक के दखखो और अगर कईई टकनकलिकल चजज कमम नहीं करती चहहे वो लपटपॉप है चहहे वो मबइलइल है या सकरनरीन है री सटरटर्ट कर के दखखो, एवरी थगंग, इज, गनन, फकसडस्ड और ये सब चजजें हमें सथथ सथथ में मटवटवेट भी करती है
अगर आप कहीं पर अटक गए हो आपसे आगे नहीं बढ़ा जा रहा है तो अपने आप को री सटरटर्ट कर लो
री सटरटर्ट कर लो मतलब कि 1 बरर
सररे थटस्स को डलटीट कजएिए कि आगे कयया हगगा पछछे कयया हआआ मनंने अब तक कयया कयया आगे मैं सलकटक्ट ऊगगा ये सब डलटीट करो और तरतंत री सटरटर्ट करो बलले आज का दखतते हैं भईई आगे का बदद में दखगेंगे तो री सटरटर्ट में सबसे बढ़यया
नमसकरार नमसकरार नमसकरार रफरशरेश ऐसी नहीं हआआ था रसटरटार्ट ऐसी ही बतत बनी
चलएए",Funny Joke,"This tech joke about 'fixing with a restart' is both humorous and offers lighthearted motivation, matching viral teaching meme formats.","Kept the full joke arc, from Indian 'fixes' to tech-motivation, ending on the humorous reset punchline for memeability.",https://drive.google.com/file/d/1gOA_qqdw5cjixgZ_LXF6KmEGfhg6GHfT/view?usp=drivesdk,0.95
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-3,1:47:16,1:47:40,"करइमइम पटरलरोल चल गया, सर बचच में,
हाँ
मटवशनलशनल पलसस टरलरलर दननों कहननी है। अभी तो आगे इसमें बहतत खतरनकक चजजें हनने वलली हैं। भईई
तमह्हें पररी कहननी मजकक लग रही थी,
अभी दखखो इसमें कतनना खतरनकक मड़ड़ आया है।
बहतत ही समपलपल सी और बहतत ही सटकक लइननें हैं जो कि आप रलटेट कर पओगगे
कयकोंकि यह सबके सथथ हतता है,
है, है यनना और पलजीज। मैं चहगूँगा कि इनको सननने के बदद में पलजीज अपनी जदगदगी में जररर उतरनना और इस बतत का धयनान रखना।",Attention to Chat,"The line pokes fun at twisting stories dramatically, inviting chat engagement—a classic viral attention-grabber.","This cut fronts the dramatic setup and seamlessly flows into the twist, maximizing chat engagement and attention.",https://drive.google.com/file/d/1I_AQaSvCWyyc_8x7haqP37Y-g3qWqYO3/view?usp=drivesdk,0.9
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-4,0:02:12,0:02:54,"इलजज है
कयया अगर रमटोट कमम नहीं कर रहा तो पटक के दखखो और अगर कईई टकनकलिकल चजज कमम नहीं करती चहहे वो लपटपॉप है चहहे वो मबइलइल है या सकरनरीन है री सटरटर्ट कर के दखखो, एवरी थगंग, इज, गनन, फकसडस्ड और ये सब चजजें हमें सथथ सथथ में मटवटवेट भी करती है
अगर आप कहीं पर अटक गए हो आपसे आगे नहीं बढ़ा जा रहा है तो अपने आप को री सटरटर्ट कर लो
री सटरटर्ट कर लो मतलब कि 1 बरर
सररे थटस्स को डलटीट कजएिए कि आगे कयया हगगा पछछे कयया हआआ मनंने अब तक कयया कयया आगे मैं सलकटक्ट ऊगगा ये सब डलटीट करो और तरतंत री सटरटर्ट करो बलले आज का दखतते हैं भईई आगे का बदद में दखगेंगे तो री सटरटर्ट में सबसे बढ़यया
नमसकरार नमसकरार नमसकरार रफरशरेश ऐसी नहीं हआआ था रसटरटार्ट ऐसी ही बतत बनी
चलएए",Moral Boost,"Motivational segment using tech metaphors to inspire students to 'restart'—clever, relatable, and likely to resonate.","Selected from tech-motivation comparison to the poetic reset/refresh, ensuring a complete and highly relevant motivational arc.",https://drive.google.com/file/d/1ClkYu6hbTjZIGZKCigGftraBAi5JPWaB/view?usp=drivesdk,0.9
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-5,0:13:43,0:14:20,"हे परभभु मररे मन की इचछछा पररी हो जएए।
सभी बचचचों ने सही जवबब दयया हो। 1 टचरर हनने के नतते। इसके अलववा मैं और कयया चहतता हूँ
परभभु
टवटेंटी 8 परसटंट आपने अपने पसस रखे हएए हैं। कयया
चलएए इस दसस कलयरयर आसनन असनन है भईई। 2 चजजें मकस्स कर ले 1 तो टनन फफटनटीन डगर्री की वलय्यू उस करवा ली, दसररा थड़ड़ा रडकशनशन फरमलमूला लगा लयया। इसमें बदलल बना के लखगोगे की एगलल का झलल समझो
एगलल को दखखो
और सररे के सररे एगलस्स फफटनटीन डगर्री के आस पसस के हैं। बहतत बढ़यया",Moral Boost,"A wholesome teacher wish for students' success, uplifting with a sincere emotional appeal for virality.","Focused on the teacher's sincere prayer and hope for students' success, for a heartwarming, uplifting finish.",https://drive.google.com/file/d/1TxVWqUqRwOmgYLH9Wpa5rWYBFV2N3d26/view?usp=drivesdk,0.89
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-6,0:46:32,0:46:54,"कयया हआआ है,
लगग हआआ है, लगग हआआ है, लगग हआआ है 1 बरर जररर बतनना जरा नओओ इट नटट
नवव ओके है तो एन ओके लखख कर भजज 2
हा मझझे दखखा, लगग हआआ है,
लगग हआआ है।
लअग नो कअ
हललो नअ
कलearr है",Attention to Chat,"This repeated quirky prompt to the chat is highly meme-able and interactive, great for short viral edits.","Trimmed to the sequence of meme-able, repetitive prompts that drive maximum chat participation and have strong viral format potential.",https://drive.google.com/file/d/1_QGvmrDg7VEGvsJS1bw5V1X9jk43QJfG/view?usp=drivesdk,0.91
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-7,1:40:09,1:41:07,"सर ये भी 1 लडकका है और यह भी 1 लडकका है। दननों में दसत्ती हो रखी है। पलसस मतलब एडशनन मतलब दसत्ती
नगटवटिव मतलब दटट। इज डफरसरेंस। दननों लडककों में डफरसरेंस आ गया है।
फरर दननों लडकयियों में भी दसत्ती हो रखी है।
ठकक है पलजीज, कईई भी बररा ना मनने।
दसस इस
दननों लडकयियों में एडशनन मतलब
दसत्ती एडड डफरसरेंस। तो तमम जनतती हो। सर
दननों की कससी बतत पर
लड़ईई हो गई।
जब लडककों में दसत्ती हतती है
तो
दसत्ती का जो मजरर हसस्सा है,
ठकक है हा या ना।
2 लड़कों में दसत्ती हईई। पहले ये दरर दरर अलग अलग कमरे में रहते थे। अब ये घलल मलल के 1 सथथ 1 कमरे में रहगंगे। या फरर इनका घलल मलल गए हैं।
तो दसत्ती मतलब सरर एडशनन वलली चजज ये अपने पसस ही रखगंगे।
ठकक है। और इनके बचच में 2",Funny Story,A hilarious and relatable analogy using boys/girls and additions/differences—this type of quirky math analogy is prime for meme-style Shorts.,"Kept the analogy's full narrative arc, from 'boys' and 'girls' to addition/differences, concluding on the punchline for comprehensive humor.",https://drive.google.com/file/d/1e8_7nYkroplzL7gBxxrWOUYWnHRpyB-2/view?usp=drivesdk,0.92
,,,,,1cZZZGSTXlLzPa9Whfwy6y1-Qx0pHVWEK-8,1:48:04,1:48:51,"अपने हलतातों को दसररों से, तलनना कययों
अपने हलतातों को दसररों से, तलनना कययों
मैं ये कर दगंगा, मैं वो कर दगंगा। सबके समनने सब कछछ बलनना कययों
है। तमम कयया है, थड़ड़े से 24 सवलल सवलल हो जएए तो तमम बड़े जलददी लउडड हो जतते हो। बलले आई टी में सलकशन्शन हो गया, रकंक बकंक आ गई है, नबरर आ गए हैं, अब तो सर दखखो, मैं ये कर दगंगा।
इसलएए बलल रहा हूँ की अपने थटस्स को कटरलरोल करो।
दमगाग में जो चल रही यह जगग है, यह हर कससी के सगग है अपने हलतातों को दसररों से, तलनना कययों सबके समनने सब कछछ बलनना कययों
जब बररी सब की आती है तो बररी तररी भी आएगी,
जब बररी
सब की आती है तो बररी तररी भी आएगी,
उस दनन तू नहीं,
उस दनन तू नहीं तररी सफलता शरर मचएगगी",Shayari,This poetic advice about not comparing yourself is both lyrical and emotionally resonant—perfect for inspirational/high-engagement Shorts.,"Focused on complete poetic advice, structured start-to-end for a resonant, inspiring micro-story true to the viral shayari brief.",https://drive.google.com/file/d/1sAweP3WW4QMc68XQAvnEXJRhZfHYZqKk/view?usp=drivesdk,0.88
,,,,,1ejRAhiXeJCB8fvvFvmyqnHBHtT2nGLp7-0,0:00:17,0:01:24,"नमसकरार नमसकरार नमसकरार, सवगतगत है आप सभी का सवगतगत, आप सभी का तो अमजगिंग पलटफरमार्म ऑफ़ फजकसक्स वलला मररा नमम है, कयया है मररा नमम, मररा नमम है सचनन जखड़ड़ और मैं आप सभी लगगो को गणतत के बररे में थड़ड़ा सा जञनान दनने की कशशिश करता हूँ। ठकक है तो आज सभी लगग बहतत बहतत सवगतगत है आप सभी का 2 अमजगिंग पलटफरमार्म ऑफ़ फजकसक्स वलला बलकलकुल सही परट्टी, यसस कहाँ हो रही है परट्टी जहाँ भी हो रही है, मझझे एडरसेस बता दजयगयेगा पलजीज, मैं भी पहचंच जऊगंगा, नए कपड़े, नई शरटट, नई जनस्स, नए जतते पहनकर, जहाँ पर भी परट्टी हो रही है, जररर बतइएए परट्टी कईई दे ही नहीं रहा है भईई। आजकल सब लगग सरफ्फ परट्टी मगंग ही मगंग रहे हैं, मररे खयलल से अरजनुन के बचचचे मररा मझे हैं, परट्टी मगंगे नहीं परट्टी दगंगे और इतने सररे बचचचे मझझे सनन रहे हैं, कम से कम या 1 लखख परटयटियां तो मझझे मलननी चहएिए। कहा और ही है परट्टी। जलददी से बतओओ कहाँ पर है परट्टी कसकके घर पे, कस के मररे घर पे मररे, ये कससा घर है भईई मररा, ये कसनने लगईई है आग",Funny Story,"This opening segment features a humorous, highly relatable 'party' skit with rapid-fire jokes and repeated call-to-chat, matching trending #classroomskit and meme patterns.","Opened with the energetic intro and included the entire party skit, ending on a punchy and meme-worthy line for a complete, funny arc.",https://drive.google.com/file/d/1sc6Ys8UoS7GsDLGpZRLDDwUyQ3QARO7N/view?usp=drivesdk,0.98
,,,,,1ejRAhiXeJCB8fvvFvmyqnHBHtT2nGLp7-1,0:01:19,0:01:38,"कस के मररे घर पे मररे, ये कससा घर है भईई मररा, ये कसनने लगईई है आग और कनन लगनना चहह रहा है दगग मझझे बतओओ कनन है ये आप के घर परट्टी हो रही है कसस चजज की, भईई कसस चजज की। अब कयया चडढढी बनयनान खरदनने परट्टी दननी पड़गगी",Sarcastic Line,"Deadpan, quick sarcasm about 'party at your home but party of what' is punchy and meme-friendly, fits trending relatable classroom humor.","Focused on the full sarcastic progression, from 'party at your place' to the deadpan punch about buying underwear, for maximum meme impact.",https://drive.google.com/file/d/1GRAEqo95KsFFdJXzu8WVYO9OMQh5vOQa/view?usp=drivesdk,0.92
,,,,,1ejRAhiXeJCB8fvvFvmyqnHBHtT2nGLp7-2,0:01:24,0:01:41,"ये कसनने लगईई है आग और कनन लगनना चहह रहा है दगग मझझे बतओओ कनन है ये आप के घर परट्टी हो रही है कसस चजज की, भईई कसस चजज की। अब कयया चडढढी बनयनान खरदनने परट्टी दननी पड़गगी फरर तो आदमी परट्टी दनने के चककरर में पता चला,",Funny Joke,"Sharp, unexpected punchline about buying underwear for a 'party'—highly memeable and easily clipped for Shorts; matches viral exam-humor trend.","Captured the confusion setup and witty punchline about 'party for buying underwear', keeping joke context and flow tight for Shorts.",https://drive.google.com/file/d/1lhocY8ehujF8KT7n130KtCrl4YDrR-jG/view?usp=drivesdk,0.95
,,,,,1ejRAhiXeJCB8fvvFvmyqnHBHtT2nGLp7-3,0:03:42,0:04:04,अरे 8 है का लकचरचर हे भगवनन मररा कनन सा लकचरचर है ये मैं धररे धररे शरट्ट टइमम गजनी कससे बनता जा रहा हूँ। लकचरचर ही भलल जा रहा हूँ की मररा कनन सा लकचरचर है टरगनमकफकनकफंकन में आज लकचरचर नबरर 7 के बदद में 8 आता है। मैं तो डर ही गया। अरे बबबा एनवरसरसरी,Funny Joke,"Witty reference to turning into Ghajini due to confusing lecture numbers, referencing Indian pop culture and classroom confusion—strong relatability and humor.","Trimmed to start with the relatable lecture confusion and finish on the pop culture Ghajini reference for a strong, self-contained joke.",https://drive.google.com/file/d/1zcv_lboCkcuenhA_OxdV4y1LMcTO3-JA/view?usp=drivesdk,0.93
